"","contrast.ctr","Adverb","ROI","estimate","SE.ctr","df.ctr","t.ratio","p (raw)","p (FDR BH)","contrast.eff","effect.size","SE.eff","df.eff","lower.CL","upper.CL"
"11","V3 - V2","hemma","L_Cent",0.263396116730599,0.128709538262556,121254.634432371,2.04643820719249,0.0407,0.0611,"(V3 - V2)",0.0526139385719998,0.025710221334826,121254.634432371,0.00222232771182095,0.103005549432179
"12","V3 - V2","idag","L_Cent",-0.0375820267592768,0.130607475229029,121254.634432371,-0.287747900289584,0.7735,0.8665,"(V3 - V2)",-0.00750709035451066,0.0260891272885485,121254.634432371,-0.0586413506506447,0.0436271699416233
"13","V3 - V2","kanske","M_Cent",-0.150632232972397,0.280518684514534,121254.634432371,-0.536977539421596,0.5913,0.6941,"(V3 - V2)",-0.0300891112251245,0.0560342404816636,121254.634432371,-0.139915300755935,0.0797370783056856
"14","V3 - V2","hemma","M_Cent",0.653675825924468,0.280416633542712,121254.634432371,2.33108791609861,0.0198,0.0333,"(V3 - V2)",0.130573146552376,0.0560144320187414,121254.634432371,0.0207857812830265,0.240360511821725
"15","V3 - V2","idag","M_Cent",0.778684305422763,0.281573010690487,121254.634432371,2.76547920382439,0.0057,0.0128,"(V3 - V2)",0.155543858129075,0.0562456723796054,121254.634432371,0.0453032655565426,0.265784450701608
"16","V3 - V2","kanske","R_Cent",-0.306053122746157,0.128977756379221,121254.634432371,-2.37291399182273,0.0176,0.0318,"(V3 - V2)",-0.0611347669047255,0.0257638732702221,121254.634432371,-0.111631534675659,-0.0106379991337924
"17","V3 - V2","hemma","R_Cent",0.468682634762551,0.129360410568993,121254.634432371,3.62307627736373,0.0003,0.0013,"(V3 - V2)",0.0936203603198194,0.0258406975094169,121254.634432371,0.0429730183038919,0.144267702335747
"18","V3 - V2","idag","R_Cent",0.719173212749922,0.13007999868458,121254.634432371,5.52869941591702,0,0,"(V3 - V2)",0.143656389881227,0.0259853468159669,121254.634432371,0.0927255376040718,0.194587242158383
"19","V3 - V2","kanske","L_Post",-0.409078607317789,0.128260237876626,121254.634432371,-3.18944213803254,0.0014,0.0043,"(V3 - V2)",-0.0817143281521927,0.0256207785197259,121254.634432371,-0.13193063256619,-0.0314980237381958
"20","V3 - V2","hemma","L_Post",0.703597805361476,0.128930954682728,121254.634432371,5.45716742029006,0,0,"(V3 - V2)",0.14054516888928,0.0257557683089876,121254.634432371,0.0900642867090328,0.191026051069527
"21","V3 - V2","idag","L_Post",0.328167519978041,0.130635996785015,121254.634432371,2.51207575288839,0.012,0.0231,"(V3 - V2)",0.0655521651259195,0.0260951495520887,121254.634432371,0.0144061012923183,0.116698228959521
"22","V3 - V2","kanske","M_Post",-0.494552608563369,0.275175664837778,121254.634432371,-1.79722508839915,0.0723,0.1027,"(V3 - V2)",-0.0987879430059668,0.0549672836281024,121254.634432371,-0.206522914656189,0.00894702864425541
"23","V3 - V2","hemma","M_Post",1.13846138335121,0.27454879515334,121254.634432371,4.14666319229468,0,0.0002,"(V3 - V2)",0.227410100170531,0.0548435959323005,121254.634432371,0.119917554369308,0.334902645971755
"24","V3 - V2","idag","M_Post",0.986653393884222,0.276023789928781,121254.634432371,3.57452302984028,0.0004,0.0014,"(V3 - V2)",0.197086129066872,0.0551377523045291,121254.634432371,0.0890170416152148,0.305155216518528
"25","V3 - V2","kanske","R_Post",-0.165401015874503,0.129678930347442,121254.634432371,-1.27546560903419,0.2021,0.2729,"(V3 - V2)",-0.03303920724795,0.0259037284196044,121254.634432371,-0.0838100888109305,0.0177316743150305
"26","V3 - V2","hemma","R_Post",1.15053691334961,0.130053571237683,121254.634432371,8.84663836909882,0,0,"(V3 - V2)",0.229822213156275,0.025982545449215,121254.634432371,0.178896851511868,0.280747574800681
"27","V3 - V2","idag","R_Post",0.894483384600176,0.130353652722231,121254.634432371,6.86197406762526,0,0,"(V3 - V2)",0.178674972263025,0.0260408733893716,121254.634432371,0.127635288815457,0.229714655710592
